admin_id,registration_id,Manufacturer,registration,aircraft_id
1,8110,Douglas ,44-76344,78
1,8632,Douglas ,D-21,167
1,8146,Douglas ,45-1124,31
1,12650,Lisunov ,CCCP-L4661,34
1,464,Amiot ,F-BANK,112
1,8625,Douglas ,CU-T397,54
1,13501,Lockheed ,N6904C,168
1,6066,Curtiss ,28,169
1,8085,Douglas ,43-49553,31
1,12571,Lisunov ,306,170
1,9230,Douglas ,N21716,171
1,12645,Lisunov ,CCCP-L4551,36
1,8032,Douglas ,43-48958,31
1,8200,Douglas ,50-100,106
1,5797,Consolidated ,P-211,44
1,6439,Curtiss ,YV-C-ARC,17
1,10105,Douglas ,YK-AAF,6
1,8045,Douglas ,43-49084,31
1,8185,Douglas ,49-2616,16
1,8663,Douglas ,EP-ACJ,10
1,10141,Douglas ,YV-C-AVX,105
1,8186,Douglas ,49-2632,16
1,9620,Douglas ,PI-C38,6
1,8655,Douglas ,EI-ACF,115
1,9605,Douglas ,PH-TDL,75
1,7918,Douglas ,43-15273,32
1,12737,Lockheed ,124886,133
1,15015,Vickers ,G-AJDL,38
1,6296,Curtiss ,N1648M,52
1,9486,Douglas ,N86574,75
1,10092,Douglas ,XY-ACL,5
1,13614,Lockheed ,SE-BUX,67
1,11409,Handley ,TG602,68
1,4764,CASA ,T.2-227,7
1,11187,Grumman ,51-061,89
1,15228,Vickers ,VX562,49
1,7874,Douglas ,42-72558,40
1,10436,Fairchild ,45-57772,14
1,11177,Grumman ,51-0027,89
1,12749,Lockheed ,127744,133
1,13701,Martin ,84738,172
1,4036,Bristol ,G-AICM,28
1,15251,Vickers ,WF420,173
1,7826,Douglas ,348994/FRAZF,12
1,14311,Short ,G-AGJN,174
1,12651,Lisunov ,CCCP-L4666,36
1,13436,Lockheed ,N38936,63
1,12680,Lisunov ,CCCP-Zh125,36
1,12646,Lisunov ,CCCP-L4582,36
1,11914,Ilyushin ,CCCP-L1435,61
1,9061,Douglas ,I-LAIL,8
1,15256,Vickers ,WG265,175
1,14312,Short ,G-AGKY,174
1,8371,Douglas ,985,12
1,6248,Curtiss ,HK-605,2
1,12750,Lockheed ,127751,133
1,1958,Avro ,G-AHFA,142
1,8772,Douglas ,F-OAFR,5
1,7904,Douglas ,42-93722,4
1,10000,Douglas ,X-1,19
1,8750,Douglas ,F-BFGR,18
1,10753,Fiat ,MM61772,176
1,6061,Curtiss ,1001,62
1,12641,Lisunov ,CCCP-L4513,36
1,10496,Fairchild ,51-2635,56
1,10480,Fairchild ,50-127,56
1,15239,Vickers ,WF332,143
1,11188,Grumman ,51-062,89
1,9516,Douglas ,N90893,71
1,10458,Fairchild ,49-126,56
1,6249,Curtiss ,HK-606,42
1,7819,Douglas ,296,19
1,7870,Douglas ,42-6097,32
1,12946,Lockheed ,39357,48
1,6071,Curtiss ,42-96539,26
1,7309,De Havilland,CF-CUN,165
1,6317,Curtiss ,N4717N,52
1,12634,Lisunov ,CCCP-L4371,36
1,7958,Douglas ,43-16217,31
1,12079,Junkers ,LV-ZBI,23
1,10466,Fairchild ,49-160,56
1,9773,Douglas ,SP-LCH,8
1,5830,Convair ,AP-AEG,177
1,9659,Douglas ,PP-AJA,10
1,8728,Douglas ,F-BEFG,10
1,4761,CASA ,T.2-185,7
1,6335,Curtiss ,N66559,2
1,9498,Douglas ,N88942,178
1,459,Amiot ,218,144
1,14386,Short ,PP148,15
1,15266,Vickers ,WJ938,173
1,6212,Curtiss ,HC-SJA,42
1,7374,De Havilland,PP-SLG,179
1,9234,Douglas ,N229A,101
1,15162,Vickers ,VP-YEY,180
1,14450,Sud Aviation,F-BEHA,130
1,462,Amiot ,F-BALE,112
1,13643,Lockheed ,VP-JBC,67
1,9930,Douglas ,VT-AUJ,10
1,9408,Douglas ,N65743,64
1,8743,Douglas ,F-BESS,10
1,13252,Lockheed ,CF-FAW,181
1,9522,Douglas ,N91303,125
1,6303,Curtiss ,N1693M,50
1,7777,Douglas ,17196,182
1,11926,Ilyushin ,CCCP-L1777,61
1,7941,Douglas ,43-15780,32
1,7325,De Havilland,G-ALYV,183
1,11101,Ford ,N9606,184
1,15255,Vickers ,WG258,175
1,9941,Douglas ,VT-AXD,10
1,9929,Douglas ,VT-AUD,10
1,467,Amiot ,F-BBZL,112
1,4988,Catalina,CF-CRV,124
1,6388,Curtiss ,PP-LDI,2
1,2014,Avro ,WL749,185
1,10515,Fairchild ,51-8235,56
1,10516,Fairchild ,51-8241,56
1,9247,Douglas ,N28345,186
1,15194,Vickers ,VW810,49
1,11195,Grumman ,51-7156,187
1,6299,Curtiss ,N1669M,50
1,9363,Douglas ,N53596,10
1,12661,Lisunov ,CCCP-L4863,36
1,6012,Convair ,PH-TEI,188
1,11199,Grumman ,51-7173,187
1,4062,Bristol ,NZ5908,189
1,12618,Lisunov ,CCCP-A4031,34
1,12644,Lisunov ,CCCP-L4534,36
1,11171,Grumman ,49-0084,89
1,11193,Grumman ,51-7146,187
1,15141,Vickers ,T-6,76
1,11912,Ilyushin ,CCCP-L1375,66
1,9867,Douglas ,TI-1002,5
1,13247,Lockheed ,CC-CLD-0100,67
1,8744,Douglas ,F-BEST,10
1,15207,Vickers ,VW846,49
1,9138,Douglas ,LV-ABQ,18
1,13595,Lockheed ,PP-PDA,63
1,8163,Douglas ,45-929,31
1,8217,Douglas ,51-137,106
1,11422,Handley ,WJ335,103
1,10467,Fairchild ,49-161,56
1,7318,De Havilland,F-BGSC,165
1,14392,Short ,RN269,145
1,9194,Douglas ,N15569,24
1,8665,Douglas ,EP-ACV,10
1,8003,Douglas ,43-48408,31
1,11196,Grumman ,51-7158,187
1,5802,Consolidated ,PT-AXX,135
1,12623,Lisunov ,CCCP-L4027,36
1,5717,Consolidated ,46617,135
1,12760,Lockheed ,128440,190
1,8020,Douglas ,43-48803,31
1,9514,Douglas ,N90806,71
1,13689,Martin ,126503,191
1,11099,Ford ,N8400,192
1,8326,Douglas ,6846,12
1,10400,Fairchild ,131663,193
1,6302,Curtiss ,N1679M,50
1,8052,Douglas ,43-49184,12
1,12679,Lisunov ,CCCP-X1014,34
1,4823,Canadair ,17501,102
1,11412,Handley ,TG613,68
1,9139,Douglas ,LV-ABX,10
1,11185,Grumman ,51-0475,89
1,12078,Junkers ,LV-ZBG,194
1,7324,De Havilland,G-ALYR,183
1,8028,Douglas ,43-48930,31
1,11401,Handley ,TG564,68
1,15180,Vickers ,VW180,49
1,8778,Douglas ,F-VNAD,10
1,13288,Lockheed ,F-BAZS,72
1,8417,Douglas ,AP-AAD,8
1,11436,Handley ,XY-ACX,195
1,15219,Vickers ,VX515,49
1,12081,Junkers ,LV-ZIH,23
1,10486,Fairchild ,51-2542,56
1,7754,Douglas ,131586,196
1,15010,Vickers ,G-AIVG,38
1,12635,Lisunov ,CCCP-L4393,36
1,11095,Ford ,N69905,184
1,6422,Curtiss ,XA-GOT,2
1,6380,Curtiss ,PP-ITD,2
1,12626,Lisunov ,CCCP-L4157,36
1,9738,Douglas ,PP-YQK,8
1,10450,Fairchild ,48-348,57
1,2713,Boeing ,50-693,197
1,6003,Convair ,N94269,138
1,5953,Convair ,N73133,198
1,4067,Bristol ,T-41,128
1,13290,Lockheed ,F-BAZZ,72
1,9223,Douglas ,N19941,199
1,7917,Douglas ,43-15267,32
1,7801,Douglas ,2049,32
1,7753,Douglas ,131583,196
1,13482,Lockheed ,N6214C,200
1,10047,Douglas ,XH-TAR,10
1,7803,Douglas ,2051,32
1,9113,Douglas ,KP-2/OT-CWB,12
1,6390,Curtiss ,PP-LDM,2
1,10013,Douglas ,XA-GIC,10
1,7963,Douglas ,43-16270,31
1,5999,Convair ,N94255,138
1,8947,Douglas ,HK-143,10
1,11198,Grumman ,51-7171,187
1,6300,Curtiss ,N1673M,52
1,9844,Douglas ,TC-EGE,10
1,15233,Vickers ,WD164,49
1,4999,Catalina,HK-1510,114
1,7863,Douglas ,42-24067,32
1,11194,Grumman ,51-7149,187
1,6334,Curtiss ,N66534,50
1,11399,Handley ,TG559,68
1,12717,Lockheed ,122935,70
1,15192,Vickers ,VW804,49
1,14461,Sud Aviation,F-DABD,130
1,6011,Convair ,OO-AWQ,201
1,11923,Ilyushin ,CCCP-L1727,61
1,9610,Douglas ,PI-C142,10
1,8779,Douglas ,F-VNAE,5
1,10043,Douglas ,XC-PMX,6
1,8172,Douglas ,476404/FRAZZ,12
1,12754,Lockheed ,128389,133
1,12739,Lockheed ,124901,133
1,12664,Lisunov ,CCCP-L4890,36
1,11924,Ilyushin ,CCCP-L1765,66
1,12752,Lockheed ,127764,133
1,9895,Douglas ,VH-BPE,71
1,5721,Consolidated ,6500,202
1,12656,Lisunov ,CCCP-L4732,36
1,8598,Douglas ,CP-600,203
1,11911,Ilyushin ,CCCP-L1367,61
1,8095,Douglas ,43-49782,12
1,4056,Bristol ,G809,159
1,15211,Vickers ,VX490,49
1,12085,Junkers ,T-159,204
1,11183,Grumman ,51-036,89
1,12101,Kaiser-Frazer,51-8163,205
1,7939,Douglas ,43-15756,32
1,8046,Douglas ,43-49093,78
1,4007,Bristol ,A81-2,127
1,7966,Douglas ,43-16353,31
1,6077,Curtiss ,44-77549,62
1,10494,Fairchild ,51-2621,56
1,4021,Bristol ,EC-AEG,28
1,6065,Curtiss ,242,169
1,10513,Fairchild ,51-8086,206
1,2013,Avro ,WL746,185
1,9958,Douglas ,VT-CHF,10
1,12082,Junkers ,PP-DZY,23
1,6414,Curtiss ,TG-AQA,17
1,15130,Vickers ,SU-AFK,207
1,15230,Vickers ,VX575,208
1,6010,Convair ,OO-AWO,201
1,15007,Vickers ,G-AHPO,38
1,7775,Douglas ,17179,182
1,12720,Lockheed ,122964,70
1,14397,Short ,RN302,15
1,4825,Canadair ,17505,102
1,13956,Nord ,2/F-SDAC,209
1,4824,Canadair ,17503,102
1,7990,Douglas ,43-48246,32
1,11179,Grumman ,51-0063,89
1,15223,Vickers ,VX538,49
1,6080,Curtiss ,44-77632,62
1,12751,Lockheed ,127752,133
1,9841,Douglas ,TC-BAG,10
1,13421,Lockheed ,N3138,210
1,14486,Sud Aviation,OD-ABU,134
1,15259,Vickers ,WJ474,175
1,11265,Grumman ,N4949N,47
1,7323,De Havilland,G-ALYP,183
1,8955,Douglas ,HK-160,10
1,9574,Douglas ,OK-WDS,10
1,9618,Douglas ,PI-C294,71
1,13649,Lockheed ,WX542,211
1,4769,CASA ,T.2B-145,7
1,5996,Convair ,N94244,138
1,9347,Douglas ,N49551,24
1,15159,Vickers ,VL282,49
1,15248,Vickers ,WF391,143
1,12735,Lockheed ,124874,133
1,8730,Douglas ,F-BEFS,10
1,12625,Lisunov ,CCCP-L4105,36
1,14395,Short ,RN290,145
1,6247,Curtiss ,HK-603,17
1,8755,Douglas ,F-BGXD,10
1,8811,Douglas ,FAC-674,19
1,11104,Ford ,N9645,184
1,6082,Curtiss ,44-78027,62
1,15190,Vickers ,VW206,49
1,4039,Bristol ,G-ALRX,212
1,12569,Lisunov ,13,34
1,12977,Lockheed ,51-3838,213
1,8161,Douglas ,45-895,31
1,8958,Douglas ,HK-167,8
1,10484,Fairchild ,50-163,56
1,2017,Avro ,WL794,185
1,8773,Douglas ,F-OAHY,10
1,10453,Fairchild ,48-569,14
1,7955,Douglas ,43-16136,12
1,12069,Junkers ,1015 / 4S-5,86
1,15261,Vickers ,WJ494,49
1,3992,Breda-Zappata ,MM61802,214
1,7961,Douglas ,43-16252,31
1,15231,Vickers ,WD160,49
1,14371,Short ,NJ180,15
1,9926,Douglas ,VT-ATU,10
1,10524,Fairchild ,52-5894,215
1,5969,Convair ,N8407H,216
1,14372,Short ,NJ267,145
1,8105,Douglas ,44-76247,31
1,8117,Douglas ,44-76639,31
1,6394,Curtiss ,PP-LPH,17
1,8774,Douglas ,F-OANH,8
1,8775,Douglas ,F-OAPC,217
1,7864,Douglas ,42-24096,32
1,7896,Douglas ,42-93169,32
1,10578,Fairchild ,546,56
1,12077,Junkers ,LV-ZBE,218
1,6208,Curtiss ,F-DAAR,98
1,8722,Douglas ,F-BCYI,8
1,13307,Lockheed ,G-ALAM,72
1,15237,Vickers ,WF327,143
1,7831,Douglas ,349665/FRAMG,12
1,7833,Douglas ,349931/FRBDW,12
1,8188,Douglas ,49949/F-RAYC,12
1,8171,Douglas ,476357/FRAZB,12
1,9894,Douglas ,VH-BBV,10
1,10527,Fairchild ,52-5908,206
1,5984,Convair ,N90853,219
1,12691,Lisunov ,SP-LAH,83
1,10505,Fairchild ,51-7993,220
1,10405,Fairchild ,186,56
1,10016,Douglas ,XA-GUN,105
1,15246,Vickers ,WF386,143
1,7824,Douglas ,348267,32
1,4978,Catalina ,KK-N,221
1,7830,Douglas ,349434/FRBDC,12
1,10503,Fairchild ,51-2679,222
1,14310,Short ,G-AFCI,223
1,15189,Vickers ,VW205,49
1,9840,Douglas ,TC-ARK,10
1,8749,Douglas ,F-BFGQ,18
1,4860,Canadair ,CF-TFW,21
1,7326,De Havilland,G-ALYY,183
1,9064,Douglas ,I-LENT,8
1,15254,Vickers ,WF428,143
1,7842,Douglas ,42-100546,32
1,7860,Douglas ,42-23617,32
1,1964,Avro ,G-AMUM,158
1,13298,Lockheed ,F-OALK,224
1,8360,Douglas ,956,19
1,12097,Kaiser-Frazer,51-8133,205
1,12100,Kaiser-Frazer,51-8153,225
1,10525,Fairchild ,52-5904,206
1,9145,Douglas ,LV-ACX,10
1,14507,Sud Aviation,SU-AHZ,134
1,8723,Douglas ,F-BCYJ,8
1,6604,De Havilland Canada,3672,226
1,9984,Douglas ,VT-DEM,10
1,14463,Sud Aviation,F-OAMA,130
1,12743,Lockheed ,126516,227
1,6603,De Havilland Canada,3670,226
1,6607,De Havilland Canada,3676,226
1,10403,Fairchild ,149,56
1,13698,Martin ,59106,118
1,12758,Lockheed ,128421,133
1,4828,Canadair ,17522,228
1,1191,Antonov ,CCCP-N140,109
1,15249,Vickers ,WF393,143
1,9990,Douglas ,VT-DGO,5
1,6203,Curtiss ,CU-C556,2
1,8736,Douglas ,F-BEIP,8
1,13690,Martin ,126511,191
1,10149,Douglas ,ZK-AQT,115
1,8502,Douglas ,CC-CLH-0184,10
1,9665,Douglas ,PP-ANO,10
1,7980,Douglas ,43-48097,32
1,9583,Douglas ,OO-CBY,10
1,6401,Curtiss ,PP-VBZ,2
1,8401,Douglas ,A65-120,12
1,8721,Douglas ,F-BCCL,8
1,9261,Douglas ,N30070,178
1,9359,Douglas ,N51359,10
1,5875,Convair ,HB-IRW,188
1,8311,Douglas ,6014,19
1,10517,Fairchild ,51-8273,56
1,9110,Douglas ,KN647,25
1,14406,Short ,SZ599,145
1,12620,Lisunov ,CCCP-I403,36
1,8235,Douglas ,51-7272,229
1,10098,Douglas ,XY-ACT,10
1,1953,Avro ,G-AGNY,158
1,6002,Convair ,N94263,138
1,2722,Boeing ,52-2654,230
1,8234,Douglas ,51-5210,229
1,8173,Douglas ,476421/FRBDL,12
1,9510,Douglas ,N90773,125
1,14410,Short ,VB887,145
1,9922,Douglas ,VR-HEU,18
1,8076,Douglas ,43-49515,78
1,10752,Fiat ,G-ANOE,231
1,11180,Grumman ,51-0066,89
1,11102,Ford ,N9610,232
1,13292,Lockheed ,F-BGNA,233
1,15226,Vickers ,VX557,49
1,9518,Douglas ,N91008,10
1,13322,Lockheed ,HK-163,234
1,8765,Douglas ,F-BSGS,6
1,15012,Vickers ,G-AIXS,235
1,4032,Bristol ,F-VNAI,122
1,9387,Douglas ,N61451,8
1,9600,Douglas ,PH-DFO,125
1,8402,Douglas ,A65-50,32
1,13286,Lockheed ,F-BAZI,80
1,4783,CASA ,T.2B-220,7
1,12653,Lisunov ,CCCP-L4679,36
1,4776,CASA ,T.2B-162,7
1,14451,Sud Aviation,F-BEHS,130
1,8006,Douglas ,43-48460,31
1,12792,Lockheed ,135544,236
1,8735,Douglas ,F-BEIO,5
1,12753,Lockheed ,128357,133
1,13585,Lockheed ,PH-LKY,237
1,9691,Douglas ,PP-CDJ,10
1,8253,Douglas ,52-1052,229
1,13642,Lockheed ,VH-SML,1
1,14385,Short ,PP122,145
1,15131,Vickers ,SU-AFO,207
1,6084,Curtiss ,44-78035,62
1,5761,Consolidated ,HI-24,44
1,10433,Fairchild ,45-57744,14
1,1968,Avro ,G-ANRC,158
1,7823,Douglas ,348061/FRAZM,32
1,11910,Ilyushin ,CCCP-L1365,61
1,13691,Martin ,127697,191
1,8044,Douglas ,43-49083,31
1,5726,Consolidated ,6516,60
1,11432,Handley ,XA271,238
1,10518,Fairchild ,52-5859,206
1,9856,Douglas ,TG-AJA,10
1,9115,Douglas ,L2-10/96,12
1,8418,Douglas ,AP-AAF,8
1,5892,Convair ,LV-ADQ,239
1,8436,Douglas ,B-811,10
1,10489,Fairchild ,51-2552,56
1,9686,Douglas ,PP-CCP,104
1,7951,Douglas ,43-16044,32
1,15244,Vickers ,WF384,143
1,14387,Short ,PP155,145
1,2001,Avro ,VP256,123
1,11927,Ilyushin ,CCCP-L1789,66
1,12761,Lockheed ,128441,190
1,15153,Vickers ,VH-TVA,240
1,4765,CASA ,T.2-247,7
1,13562,Lockheed ,N9201H,67
1,12642,Lisunov ,CCCP-L4519,36
1,9891,Douglas ,VH-ANF,18
1,8834,Douglas ,FAP403,6
1,13381,Lockheed ,N1505V,181
1,9640,Douglas ,PK-DPD,10
1,13960,Nord ,3/F-SDDX,209
1,14316,Short ,G-ANAK,241
1,7817,Douglas ,292457/FRAZT,32
1,9210,Douglas ,N17891,24
1,9154,Douglas ,LV-AHI,242
1,8731,Douglas ,F-BEIA,10
1,11903,Ilyushin ,CCCP-L1320,61
1,9483,Douglas ,N85B,243
1,10528,Fairchild ,52-5921,206
1,11231,Grumman ,CF-HPN,47
1,12771,Lockheed ,131387,244
1,10131,Douglas ,YV-C-AGI,10
1,9573,Douglas ,OK-WDK,10
1,11164,Grumman ,2121,245
1,13260,Lockheed ,CF-TGG,246
1,13450,Lockheed ,N44M,247
1,9067,Douglas ,I-LINE,125
1,10135,Douglas ,YV-C-AMP,10
1,13522,Lockheed ,N711SE,67
1,7827,Douglas ,349089/FRAZY,12
1,9237,Douglas ,N24320,10
1,8373,Douglas ,991,25
1,12682,Lisunov ,HA-LIF,83
1,12684,Lisunov ,HA-LII,83
1,3143,Boeing ,G-ALSA,126
1,13253,Lockheed ,CF-FYR,67
1,12103,Kaiser-Frazer,53-8102,248
1,6239,Curtiss ,HK-459,42
1,13426,Lockheed ,N33369,67
1,2011,Avro ,WG531,185
1,2012,Avro ,WL743,185
1,10533,Fairchild ,52-5949,206
1,13744,Martin ,N93211,249
1,9537,Douglas ,N999B,8
1,12668,Lisunov ,CCCP-L5000,36
1,15021,Vickers ,G-AMOK,250
1,11228,Grumman ,CF-GEU,47
1,12788,Lockheed ,131639,251
1,11200,Grumman ,51-7197,89
1,5955,Convair ,N73154,252
1,9971,Douglas ,VT-COZ,10
1,6281,Curtiss ,N1242N,52
1,12640,Lisunov ,CCCP-L4510,34
1,8155,Douglas ,45-569,59
1,7979,Douglas ,43-48091,32
1,5762,Consolidated ,HK-1000E,37
1,9974,Douglas ,VT-CVB,10
1,4070,Bristol ,VR-NAD,122
1,9588,Douglas ,OO-SDB,71
1,15157,Vickers ,VL271,49
1,12755,Lockheed ,128399,133
1,13723,Martin ,N40416,253
1,5739,Consolidated ,CC-CAN,254
1,9914,Douglas ,VP-YKO,5
1,6062,Curtiss ,117,169
1,10521,Fairchild ,52-5886,206
1,11417,Handley ,WD484,103
1,10506,Fairchild ,51-7995,206
1,8266,Douglas ,53-3230,255
1,11941,Ilyushin ,CCCP-N479,66
1,9736,Douglas ,PP-YPZ,24
1,7970,Douglas ,43-17208,40
1,8083,Douglas ,43-49549,31
1,13658,Lockheed ,XB-ZEH,67
1,10005,Douglas ,XA-DIK,256
1,10456,Fairchild ,49-114,57
1,8994,Douglas ,HK-328,10
1,10514,Fairchild ,51-8095,206
1,4785,CASA ,T.2B-226,7
1,8748,Douglas ,F-BFGN,10
1,9160,Douglas ,MM61769,257
1,15161,Vickers ,VP-YEX,180
1,465,Amiot ,F-BBOF,144
1,8713,Douglas ,F-BAXL,10
1,5995,Convair ,N94234,138
1,7756,Douglas ,131612,196
1,3308,Boeing ,N1032V,126
1,15262,Vickers ,WJ888,143
1,9973,Douglas ,VT-CUZ,10
1,1999,Avro ,VL970,258
1,10501,Fairchild ,51-2665,56
1,15232,Vickers ,WD163,49
1,6326,Curtiss ,N51424,2
1,12672,Lisunov ,CCCP-N497,36
1,6382,Curtiss ,PP-ITG,2
1,9286,Douglas ,N37512,71
1,445,Airspeed ,G-AMAB,259
1,13694,Martin ,130265,191
1,1946,Avro ,CF-HMZ,158
1,13645,Lockheed ,VT-DEP,72
1,1944,Avro ,CF-HMX,158
1,12690,Lisunov ,SP-LAE,83
1,8018,Douglas ,43-48765,260
1,10512,Fairchild ,51-8085,206
1,7317,De Havilland,F-BGOI,179
1,10499,Fairchild ,51-2648,56
1,10498,Fairchild ,51-2645,56
1,6440,Curtiss ,YV-C-ARD,17
1,15253,Vickers ,WF426,143
1,8241,Douglas ,52-0991,229
1,2731,Boeing ,53-0110,230
1,7853,Douglas ,42-108869,32
1,12624,Lisunov ,CCCP-L4098,36
1,8260,Douglas ,52-1088,229
1,9913,Douglas ,VP-KKH,5
1,9144,Douglas ,LV-ACQ,10
1,4797,CASA ,T.2B-270,7
1,10134,Douglas ,YV-C-ALU,8
1,15204,Vickers ,VW834,49
1,1945,Avro ,CF-HMY,158
1,12676,Lisunov ,CCCP-N535,36
1,8010,Douglas ,43-48479,31
1,8000,Douglas ,43-48386,31
1,8752,Douglas ,F-BFVT,18
1,14394,Short ,RN288,145
1,13259,Lockheed ,CF-TCI,261
1,13577,Lockheed ,OB-QAG-338,163
1,13599,Lockheed ,PP-PDJ,262
1,6423,Curtiss ,XA-LID,42
1,6152,Curtiss ,CF-HVJ,2
1,12784,Lockheed ,131515,133
1,4796,CASA ,T.2B-268,7
1,7932,Douglas ,43-15594,32
1,1183,Antonov ,CCCP-L2642,109
1,11942,Ilyushin ,CCCP-N480,66
1,11105,Ford ,XA-FON,263
1,15264,Vickers ,WJ904,143
1,9358,Douglas ,N51167,8
1,6250,Curtiss ,HK-607,42
1,10006,Douglas ,XA-DOB,131
1,5915,Convair ,N3422,264
1,4981,Catalina,11095,265
1,11423,Handley ,WJ341,103
1,12969,Lockheed ,4X-AKC,262
1,7989,Douglas ,43-48213,32
1,15174,Vickers ,VW143,49
1,11232,Grumman ,CF-IOA,47
1,5992,Convair ,N94221,138
1,15173,Vickers ,VW140,49
1,3514,Boeing ,N74601,126
1,4055,Bristol ,G804,159
1,11937,Ilyushin ,CCCP-L5057,266
1,10540,Fairchild ,53-3222,206
1,10544,Fairchild ,53-7841,206
1,7855,Douglas ,42-108944,149
1,12102,Kaiser-Frazer,51-8165,205
1,11197,Grumman ,51-7159,187
1,9681,Douglas ,PP-CBY,24
1,9215,Douglas ,N18945,267
1,9946,Douglas ,VT-AZX,10
1,8160,Douglas ,45-893,78
1,10095,Douglas ,XY-ACQ,10
1,3019,Boeing ,CP-597,85
1,8595,Douglas ,CP-572,268
1,8199,Douglas ,50-097,229
1,12098,Kaiser-Frazer,51-8142,205
1,9432,Douglas ,N74663,104
1,11393,Handley ,NZ5804,269
1,12117,Latécoère ,F-BDRE,270
1,11408,Handley ,TG584,68
1,1949,Avro ,EP-ADA,158
1,6442,Curtiss ,YV-C-EVL,42
1,11906,Ilyushin ,CCCP-L1359,61
1,4014,Bristol ,CF-GBT,271
1,6171,Curtiss ,CP-549,2
1,15188,Vickers ,VW204,49
1,2719,Boeing ,51-0373,272
1,4881,Canadair ,G-ALHL,273
1,8726,Douglas ,F-BCYU,10
1,3017,Boeing ,CP-570,274
1,9505,Douglas ,N90433,18
1,7956,Douglas ,43-16145,82
1,12774,Lockheed ,131442,79
1,12654,Lisunov ,CCCP-L4712,36
1,1942,Avro ,CF-HMV,158
1,15206,Vickers ,VW845,49
1,9547,Douglas ,OB-PAZ-228,18
1,15229,Vickers ,VX571,208
1,8113,Douglas ,44-76445,31
1,9260,Douglas ,N30062,54
1,6047,Convair ,YU-ADC,275
1,15274,Vickers ,YI-ABQ,276
1,13647,Lockheed ,WX510,211
1,14303,Short ,CX-ANA,277
1,8537,Douglas ,CF-HTP,10
1,10018,Douglas ,XA-HUH,8
1,13699,Martin ,59232,118
1,9291,Douglas ,N37559,125
1,14404,Short ,SZ581,145
1,7992,Douglas ,43-48276,78
1,10040,Douglas ,XC-ABW,10
1,10523,Fairchild ,52-5891,206
1,13714,Martin ,N172A,27
1,4763,CASA ,T.2-223,7
1,9494,Douglas ,N88852,278
1,8132,Douglas ,44-9068,279
1,8220,Douglas ,51-149,106
1,8158,Douglas ,45-879,16
1,4980,Catalina,11073,280
1,8904,Douglas ,HJ250,19
1,10519,Fairchild ,52-5881,206
1,9683,Douglas ,PP-CCC,5
1,4788,CASA ,T.2B-234,7
1,4005,Bristol ,9696,189
1,10538,Fairchild ,53-3214,206
1,4784,CASA ,T.2B-221,7
1,12738,Lockheed ,124899,133
1,12667,Lisunov ,CCCP-L4993,36
1,12632,Lisunov ,CCCP-L4339,36
1,15175,Vickers ,VW151,49
1,8134,Douglas ,44-9094,281
1,7954,Douglas ,43-16119,282
1,9893,Douglas ,VH-AOG,10
1,6362,Curtiss ,N9904F,52
1,13285,Lockheed ,F-BAZG,72
1,10046,Douglas ,XH-SAG,10
1,11165,Grumman ,2122,245
1,4770,CASA ,T.2B-147,7
1,13358,Lockheed ,N112A,72
1,12666,Lisunov ,CCCP-L4981,36
1,8853,Douglas ,G-AMZC,5
1,5744,Consolidated ,CF-EPX,135
1,6582,De Havilland Canada,142424,283
1,2018,Avro ,WL799,185
1,10459,Fairchild ,49-128,56
1,13424,Lockheed ,N33366,67
1,13742,Martin ,N93061,27
1,10545,Fairchild ,53-7866,215
1,11428,Handley ,XA254,238
1,13987,Nord ,71,209
1,9896,Douglas ,VH-BZA,8
1,13652,Lockheed ,WX547,211
1,8533,Douglas ,CF-GVZ,5
1,9577,Douglas ,OK-WDZ,10
1,15023,Vickers ,G-AMOM,250
1,8982,Douglas ,HK-303,10
1,1941,Avro ,CF-HMU,158
1,8715,Douglas ,F-BAXT,10
1,13965,Nord ,48,209
1,13986,Nord ,70,209
1,14421,Spartan ,N2000C,284
1,8724,Douglas ,F-BCYK,8
1,4782,CASA ,T.2B-215,7
1,6586,De Havilland Canada,144260,283
1,10402,Fairchild ,131703,285
1,11182,Grumman ,51-010,89
1,12716,Lockheed ,122466,48
1,7969,Douglas ,43-16411,82
1,6585,De Havilland Canada,144259,283
1,10500,Fairchild ,51-2653,56
1,9101,Douglas ,KJ989,25
1,4013,Bristol ,CF-FZU,271
1,8512,Douglas ,CF-BZH,8
1,6619,De Havilland Canada,55-3252,286
1,9054,Douglas ,HZ-AAO,6
1,7836,Douglas ,39116,287
1,13730,Martin ,N445A,253
1,15210,Vickers ,VX483,49
1,1969,Avro ,G-ANSY,158
1,8846,Douglas ,G-AMSL,5
1,8753,Douglas ,F-BGOD,125
1,15092,Vickers ,N7404,288
1,10104,Douglas ,YK-AAE,5
1,7913,Douglas ,43-15130,32
1,8422,Douglas ,AP-ACZ,5
1,7739,Douglas ,0277/CTA-5,289
1,15208,Vickers ,VW861,49
1,8263,Douglas ,53-021,229
1,11378,Handley ,G-ALDW,150
1,8123,Douglas ,44-77094,31
1,12600,Lisunov ,CCCP-71289,36
1,11173,Grumman ,49-069,89
1,15247,Vickers ,WF388,143
1,6364,Curtiss ,N9995F,52
1,6610,De Havilland Canada,3687,226
1,4826,Canadair ,17513,102
1,10406,Fairchild ,22124,206
1,9788,Douglas ,T-20,32
1,9956,Douglas ,VT-CGN,10
