registration,admin_id,aircraft_id,operator,registration_id
G-ALYZ,1,165,BOAC,6596
T-64,1,76,Argentine AF,13401
A65-113,1,12,RAAF,3028
P-213,1,44,Dutch Navy,11635
VH-BRD,1,117,Ansett,13977
43-15665,1,32,USAF,883
WF324,1,143,RAF,14509
51-2560,1,56,USAF,1401
N5116N,1,85,Mark Hurd Mapping Co.,9774
46640,1,166,US Navy,1178
F-BFVO,1,75,UAT,6157
VT-CLE,1,8,Bharat Airways,14281
KN438,1,25,RAF,7902
51-2551,1,56,USAF,1399
CCCP-X1011,1,3,Soviet Ministry of Internal Affairs,4974
6008,1,32,Turkish AF,2122
51-2570,1,56,USAF,1402
44-78114,1,62,USAF,1095
LN-LAI,1,46,"SAS, op.for France-Hydro",7961
51-2590,1,56,USAF,1403
GC-16,1,44,Dominican Republic Navy,6938
124242,1,90,US Navy,136
51-107,1,106,USAF,1380
LZ-TUE,1,83,TABSO,8172
VW203,1,49,RAF,14449
SE-BTK,1,67,Aero-Nord Sweden,13057
G-AMGM,1,142,Surrey Flying Service,6607
45-494,1,59,USAF,1127
44-76344,1,78,USAF,1061
D-21,1,167,Czechoslovak AF,5416
45-1124,1,31,USAF,1121
CCCP-L4661,1,34,"Aeroflot, Krasnoyarsk",4921
F-BANK,1,112,Air France,6086
CU-T397,1,54,Cubana,5385
N6904C,1,168,TWA,10245
28,1,169,Republic of China AF,627
43-49553,1,31,USAF,1033
306,1,170,Hungarian AF,654
N21716,1,171,Lake Central Airlines,8833
CCCP-L4551,1,36,"Aeroflot, Uralsk",4916
43-48958,1,31,USAF,980
50-100,1,106,USAF,1333
P-211,1,44,Dutch Navy,11634
YV-C-ARC,1,17,RANSA,15236
YK-AAF,1,6,Syrian Airways,15037
43-49084,1,31,USAF,993
49-2616,1,16,Hellenic AF,1246
EP-ACJ,1,10,Iranian Airways,5876
YV-C-AVX,1,105,AVENSA,15247
49-2632,1,16,Hellenic AF,1247
PI-C38,1,6,Philippine Air Lines,11807
EI-ACF,1,115,Aer Lingus,5783
PH-TDL,1,75,KLM,11781
43-15273,1,32,USAF,866
124886,1,133,US Navy,148
G-AJDL,1,38,BEA,6569
N1648M,1,52,Associated Air Transport,8607
N86574,1,75,Flying Tiger Line,10903
XY-ACL,1,5,Union of Burma Airways,14943
SE-BUX,1,67,Dagens Nyheter,13059
TG602,1,68,RAF,13681
T.2-227,1,7,Spanish AF,13433
51-061,1,89,USAF,1376
VX562,1,49,RAF,14490
42-72558,1,40,USAF,817
45-57772,1,14,USAF,1136
51-0027,1,89,USAF,1361
127744,1,133,US Navy,170
84738,1,172,US Coast Guard,2549
G-AICM,1,28,Silver City Airways,6560
WF420,1,173,RAF,14524
348994/FRAZF,1,12,French AF,693
G-AGJN,1,174,Aquila Airways,6531
CCCP-L4666,1,36,"Aeroflot, East Siberia",4922
N38936,1,63,Intercontinent Airways,9357
CCCP-Zh125,1,36,Dalstroi Aviation,4976
CCCP-L4582,1,36,"Aeroflot, Northern",4917
CCCP-L1435,1,61,"Aeroflot, West Siberia",4865
I-LAIL,1,8,LAI,7698
WG265,1,175,RAF,14529
G-AGKY,1,174,Aquila Airways,6533
985,1,12,RCAF,2687
HK-605,1,2,Lineas Interamericana Aérea,7444
127751,1,133,US Navy,171
G-AHFA,1,142,Skyways,6546
F-OAFR,1,5,Air Outre-Mer,6334
42-93722,1,4,USAF,847
X-1,1,19,Netherlands AF,14567
F-BFGR,1,18,UAT,6156
MM61772,1,176,Italian AF,8202
1001,1,62,Egyptian AF,63
CCCP-L4513,1,36,"Aeroflot, East Siberia",4912
51-2635,1,56,USAF,1407
50-127,1,56,USAF,1338
WF332,1,143,RAF,14512
51-062,1,89,USAF,1377
N90893,1,71,National Airlines,11044
49-126,1,56,USAF,1216
HK-606,1,42,Lineas Interamericana Aérea,7445
296,1,19,Republic of China AF,637
42-6097,1,32,Turkish AF,813
39357,1,48,US Navy,735
42-96539,1,26,USAF,851
CF-CUN,1,165,Canadian Pacific,4998
N4717N,1,52,Slick Airways,9628
CCCP-L4371,1,36,"Aeroflot, Turkmenistan",4905
43-16217,1,31,USAF,906
LV-ZBI,1,23,Unknown,8112
49-160,1,56,USAF,1224
SP-LCH,1,8,LOT,13126
AP-AEG,1,177,Orient Airways,3093
PP-AJA,1,10,T.A. Catarinense,12127
F-BEFG,1,10,Aigle Azur,6126
T.2-185,1,7,Spanish AF,13430
N66559,1,2,Aerovias Sud Americana,10179
N88942,1,178,Transocean Air Lines,10963
218,1,144,French AF,541
PP148,1,15,RAF,12349
WJ938,1,173,RAF,14544
HC-SJA,1,42,AREA Ecuador,7115
PP-SLG,1,179,T.A. Salvador,12258
N229A,1,101,California Eastern,8868
VP-YEY,1,180,Central African Airways,14184
F-BEHA,1,130,Air Maroc,6130
F-BALE,1,112,Air France,6084
VP-JBC,1,67,Caribbean International,14172
VT-AUJ,1,10,Airways (India),14241
N65743,1,64,Miami Airlines,10162
F-BESS,1,10,Aigle Azur,6148
CF-FAW,1,181,Spartan Air Services,5018
N91303,1,125,Western Air Lines,11072
N1693M,1,50,"USAF, op.for American Air Transport",8629
17196,1,182,US Navy,445
CCCP-L1777,1,61,"Aeroflot, Moscow",4877
43-15780,1,32,USAF,889
G-ALYV,1,183,BOAC,6594
N9606,1,184,Northwest Agricultural,11217
WG258,1,175,RAF,14528
VT-AXD,1,10,Air Services of India,14253
VT-AUD,1,10,Air-India,14240
F-BBZL,1,112,Autrex,6110
CF-CRV,1,124,Canadian Pacific,4995
PP-LDI,1,2,Loide Aéreo Nacional,12204
WL749,1,185,RAF,14551
51-8235,1,56,USAF,1459
51-8241,1,56,USAF,1460
N28345,1,186,Delta Air Lines,9021
VW810,1,49,RAF,14456
51-7156,1,187,USAF,1431
N1669M,1,50,"USAF, op.for Resort Airlines",8616
N53596,1,10,Meteor Air Transport,9843
CCCP-L4863,1,36,"Aeroflot, Krasnoyarsk",4932
PH-TEI,1,188,KLM,11782
51-7173,1,187,USAF,1435
NZ5908,1,189,New Zealand AF,11349
CCCP-A4031,1,34,"Aeroflot, East Siberia",4842
CCCP-L4534,1,36,"Aeroflot, East Siberia",4915
49-0084,1,89,USAF,1208
51-7146,1,187,USAF,1429
T-6,1,76,"LADE, opb Argentine AF",13400
CCCP-L1375,1,66,"Aeroflot, Georgia",4863
TI-1002,1,5,LACSA,13687
CC-CLD-0100,1,67,LAN Chile,3893
F-BEST,1,10,Aigle Azur,6149
VW846,1,49,RAF,14469
LV-ABQ,1,18,Aerolineas Argentinas,7995
PP-PDA,1,63,Panair do Brasil,12229
45-929,1,31,USAF,1151
51-137,1,106,USAF,1387
WJ335,1,103,RAF,14532
49-161,1,56,USAF,1225
F-BGSC,1,165,UAT,6166
RN269,1,145,RAF,12921
N15569,1,24,Western Air Lines,8574
EP-ACV,1,10,Iranian Airways,5878
43-48408,1,31,USAF,951
51-7158,1,187,USAF,1432
PT-AXX,1,135,Adhemar de Barros,12392
CCCP-L4027,1,36,"Aeroflot, Tajikistan",4894
46617,1,135,US Coast Guard,1175
128440,1,190,US Navy,183
43-48803,1,31,USAF,968
N90806,1,71,Transocean Air Lines,11040
126503,1,191,US Navy,156
N8400,1,192,Johnson Flying Service,10819
6846,1,12,South African AF,2376
131663,1,193,US Navy,228
N1679M,1,50,"Southern Air Transport, lsf USAF",8622
43-49184,1,12,USAF,1000
CCCP-X1014,1,34,Dalstroi Aviation,4975
17501,1,102,RCAF,456
TG613,1,68,RAF,13684
LV-ABX,1,10,Aerolineas Argentinas,7996
51-0475,1,89,USAF,1374
LV-ZBG,1,194,Argentine Ministry of Agriculture,8111
G-ALYR,1,183,BOAC,6593
43-48930,1,31,USAF,976
TG564,1,68,RAF,13673
VW180,1,49,RAF,14442
F-VNAD,1,10,State of Vietnam,6375
F-BAZS,1,72,Air France,6101
AP-AAD,1,8,Orient Airways,3087
XY-ACX,1,195,Union of Burma Airways,14950
VX515,1,49,RAF,14481
LV-ZIH,1,23,Argentine Ministry of Agriculture,8115
51-2542,1,56,USAF,1397
131586,1,196,US Navy,218
G-AIVG,1,38,BEA,6564
CCCP-L4393,1,36,"Aeroflot, Moscow",4906
N69905,1,184,Johnson Flying Service,10267
XA-GOT,1,2,Aerovias Contreras,14611
PP-ITD,1,2,Comp. Itaú de Transportes Aéreos,12195
CCCP-L4157,1,36,"Aeroflot, Moscow",4897
PP-YQK,1,8,REAL,12341
48-348,1,57,USAF,1197
50-693,1,197,USAF,1343
N94269,1,138,American Airlines,11170
N73133,1,198,United Airlines,10418
T-41,1,128,Argentine AF,13389
F-BAZZ,1,72,Air France,6103
N19941,1,199,Regina Cargo Airlines,8743
43-15267,1,32,USAF,865
2049,1,32,Brazilian AF,507
131583,1,196,US Navy,217
N6214C,1,200,Northwest Orient Airlines,10070
XH-TAR,1,10,TACA de Honduras,14823
2051,1,32,Brazilian AF,509
KP-2/OT-CWB,1,12,Belgian AF,7909
PP-LDM,1,2,Loide Aéreo Nacional,12206
XA-GIC,1,10,TAMSA,14609
43-16270,1,31,USAF,911
N94255,1,138,American Airlines,11166
HK-143,1,10,Avianca,7235
51-7171,1,187,USAF,1434
N1673M,1,52,"Caribbean-American Airlines, op.for North Star Airlines",8619
TC-EGE,1,10,DHY,13553
WD164,1,49,RAF,14499
HK-1510,1,114,Texaco,7241
42-24067,1,32,USAF,806
51-7149,1,187,USAF,1430
N66534,1,50,"USAF, op.for Resort Airlines",10177
TG559,1,68,RAF,13671
122935,1,70,US Navy,123
VW804,1,49,RAF,14454
F-DABD,1,130,Air Maroc,6251
OO-AWQ,1,201,Sabena,11558
CCCP-L1727,1,61,"Aeroflot, East Siberia",4874
PI-C142,1,10,Philippine Air Lines,11797
F-VNAE,1,5,Compagnie Sila,6376
XC-PMX,1,6,Pemex,14811
476404/FRAZZ,1,12,French AF,1184
128389,1,133,US Navy,176
124901,1,133,US Navy,150
CCCP-L4890,1,36,"Aeroflot, West Siberia",4935
CCCP-L1765,1,66,"Aeroflot, Far East",4875
127764,1,133,US Navy,173
VH-BPE,1,71,British Commonwealth Pacific A/w,13975
6500,1,202,Brazilian AF,2311
CCCP-L4732,1,36,"Aeroflot, North Kavkaz",4927
CP-600,1,203,LAB,5264
CCCP-L1367,1,61,"Aeroflot, East Siberia",4862
43-49782,1,12,USAF,1043
G809,1,159,Pakistan AF,6929
VX490,1,49,RAF,14473
T-159,1,204,LADE,13358
51-036,1,89,USAF,1370
51-8163,1,205,USAF,1457
43-15756,1,32,USAF,887
43-49093,1,78,USAF,994
A81-2,1,127,RAAF,3043
43-16353,1,31,USAF,914
44-77549,1,62,USAF,1086
51-2621,1,56,USAF,1405
EC-AEG,1,28,Aviaco,5684
242,1,169,Republic of China AF,597
51-8086,1,206,USAF,1447
WL746,1,185,RAF,14550
VT-CHF,1,10,Indian Airlines,14275
PP-DZY,1,23,Aeronorte,12190
TG-AQA,1,17,Aviateca,13651
SU-AFK,1,207,Misrair,13259
VX575,1,208,RAF,14492
OO-AWO,1,201,Sabena,11557
G-AHPO,1,38,Eagle Aviation,6558
17179,1,182,US Navy,442
122964,1,70,US Navy,126
RN302,1,15,RAF,12926
17505,1,102,RCAF,458
2/F-SDAC,1,209,French AF,483
17503,1,102,RCAF,457
43-48246,1,32,USAF,938
51-0063,1,89,USAF,1363
VX538,1,49,RAF,14485
44-77632,1,62,USAF,1089
127752,1,133,US Navy,172
TC-BAG,1,10,DHY,13546
N3138,1,210,Private,9143
OD-ABU,1,134,Air Liban,11421
WJ474,1,175,RAF,14537
N4949N,1,47,Union Producing Comp,9699
G-ALYP,1,183,BOAC,6592
HK-160,1,10,Avianca,7247
OK-WDS,1,10,CSA,11547
PI-C294,1,71,Philippine Air Lines,11806
WX542,1,211,RAF,14563
T.2B-145,1,7,Spanish AF,13441
N94244,1,138,American Airlines,11163
N49551,1,24,Zantop,9701
VL282,1,49,RAF,14121
WF391,1,143,RAF,14521
124874,1,133,US Navy,146
F-BEFS,1,10,Autrex,6128
CCCP-L4105,1,36,"Aeroflot, Armenia",4896
RN290,1,145,RAF,12924
HK-603,1,17,Lineas Interamericana Aérea,7443
F-BGXD,1,10,Aigle Azur,6169
FAC-674,1,19,Colombian AF,6461
N9645,1,184,Private,11234
44-78027,1,62,USAF,1091
VW206,1,49,RAF,14452
G-ALRX,1,212,UK Ministry of Supply,6589
13,1,34,SKOGA,189
51-3838,1,213,USAF,1417
45-895,1,31,USAF,1149
HK-167,1,8,Avianca,7251
50-163,1,56,USAF,1342
WL794,1,185,RAF,14554
F-OAHY,1,10,Air Outre-Mer,6335
48-569,1,14,USAF,1202
43-16136,1,12,USAF,903
1015 / 4S-5,1,86,French Navy,74
WJ494,1,49,RAF,14539
MM61802,1,214,Italian AF,8203
43-16252,1,31,USAF,909
WD160,1,49,RAF,14497
NJ180,1,15,RAF,11340
VT-ATU,1,10,Indian Airlines,14237
52-5894,1,215,USAF,1513
N8407H,1,216,Western Air Lines,10824
NJ267,1,145,RAF,11341
44-76247,1,31,USAF,1056
44-76639,1,31,USAF,1068
PP-LPH,1,17,Loide Aéreo Nacional,12215
F-OANH,1,8,Air Outre-Mer,6339
F-OAPC,1,217,Aigle Azur,6341
42-24096,1,32,USAF,807
42-93169,1,32,USAF,839
546,1,56,"French AF, opb Civil Air Transport",1612
LV-ZBE,1,218,Argentine Ministry of Agriculture,8110
F-DAAR,1,98,Aigle Azur Maroc,6250
F-BCYI,1,8,Autrex,6114
G-ALAM,1,72,BOAC,6575
WF327,1,143,RAF,14510
349665/FRAMG,1,12,French AF,698
349931/FRBDW,1,12,French AF,700
49949/F-RAYC,1,12,French AF,1251
476357/FRAZB,1,12,French AF,1183
VH-BBV,1,10,Queensland Airlines,13970
52-5908,1,206,USAF,1516
N90853,1,219,Continental Air Lines,11041
SP-LAH,1,83,LOT,13117
51-7993,1,220,USAF,1439
186,1,56,"French AF, lsf Civil Air Transport",471
XA-GUN,1,105,Aeronaves de México,14613
WF386,1,143,RAF,14519
348267,1,32,French AF,691
KK-N,1,221,Norwegian AF,7897
349434/FRBDC,1,12,French AF,697
51-2679,1,222,USAF,1414
G-AFCI,1,223,private,6528
VW205,1,49,RAF,14451
TC-ARK,1,10,DHY,13543
F-BFGQ,1,18,Autrex,6155
CF-TFW,1,21,TCAL,5122
G-ALYY,1,183,"BOAC, op.for South African Airways",6595
I-LENT,1,8,LAI,7702
WF428,1,143,RAF,14527
42-100546,1,32,USAF,784
42-23617,1,32,USAF,803
G-AMUM,1,158,Scottish Airlines,6625
F-OALK,1,224,SIR,6337
956,1,19,Chilean AF,2664
51-8133,1,205,USAF,1453
51-8153,1,225,USAF,1456
52-5904,1,206,USAF,1514
LV-ACX,1,10,Aerolineas Argentinas,8002
SU-AHZ,1,134,Misrair,13264
F-BCYJ,1,8,Autrex,6115
3672,1,226,RCAF,710
VT-DEM,1,10,Darbhanga Aviation,14303
F-OAMA,1,130,Air Laos,6338
126516,1,227,US Navy,159
3670,1,226,RCAF,709
3676,1,226,RCAF,713
149,1,56,"French AF, opb Civil Air Transport",325
59106,1,118,US Navy,1803
128421,1,133,US Navy,180
17522,1,228,RCAF,461
CCCP-N140,1,109,"GUSMP, Directorate of Polar Aviation",4951
WF393,1,143,RAF,14522
VT-DGO,1,5,Jamair,14311
CU-C556,1,2,Cubana,5354
F-BEIP,1,8,Autrex,6137
126511,1,191,US Navy,157
ZK-AQT,1,115,New Zealand National Airways,15339
CC-CLH-0184,1,10,LAN Chile,3896
PP-ANO,1,10,T.A. Nacionales,12134
43-48097,1,32,USAF,928
OO-CBY,1,10,Sabena,11562
PP-VBZ,1,2,Varig,12308
A65-120,1,12,RAAF,3031
F-BCCL,1,8,STAEO,6111
N30070,1,178,Great Lakes Airlines,9081
N51359,1,10,Delta Air Lines,9781
HB-IRW,1,188,Swissair,7034
6014,1,19,Mexican AF,2125
51-8273,1,56,USAF,1461
KN647,1,25,RAF,7906
SZ599,1,145,RAF,13347
CCCP-I403,1,36,MAP Omsk Aviation Plant,4845
51-7272,1,229,USAF,1438
XY-ACT,1,10,Union of Burma Airways,14949
G-AGNY,1,158,Skyways,6535
N94263,1,138,American Airlines,11169
52-2654,1,230,USAF,1497
51-5210,1,229,USAF,1425
476421/FRBDL,1,12,French AF,1185
N90773,1,125,American Airlines,11034
VB887,1,145,RAF,13948
VR-HEU,1,18,Cathay Pacific,14224
43-49515,1,78,USAF,1024
G-ANOE,1,231,Arabian Desert Airlines,6644
51-0066,1,89,USAF,1364
N9610,1,232,Travelair Taxi,11221
F-BGNA,1,233,Air France,6160
VX557,1,49,RAF,14488
N91008,1,10,Alaska Airlines,11059
HK-163,1,234,Avianca,7249
F-BSGS,1,6,Autrex,6222
G-AIXS,1,235,Airwork,6566
F-VNAI,1,122,Air Vietnam,6377
N61451,1,8,Braniff Airways,10043
PH-DFO,1,125,KLM,11750
A65-50,1,32,RAAF,3032
F-BAZI,1,80,Air France,6099
T.2B-220,1,7,Spanish AF,13455
CCCP-L4679,1,36,"Aeroflot, Far East",4924
T.2B-162,1,7,Spanish AF,13448
F-BEHS,1,130,Aigle Azur,6131
43-48460,1,31,USAF,954
135544,1,236,US Navy,237
F-BEIO,1,5,Air Outre-Mer,6136
128357,1,133,US Navy,175
PH-LKY,1,237,KLM,11770
PP-CDJ,1,10,Cruzeiro do Sul,12173
52-1052,1,229,USAF,1486
VH-SML,1,1,John Fairfax & Sons,14080
PP122,1,145,RAF,12348
SU-AFO,1,207,Misrair,13260
44-78035,1,62,USAF,1093
HI-24,1,44,Dominican Air Force,7140
45-57744,1,14,USAF,1133
G-ANRC,1,158,Scottish Airlines,6645
348061/FRAZM,1,32,French AF,690
CCCP-L1365,1,61,"Aeroflot, West Siberia",4861
127697,1,191,US Navy,165
43-49083,1,31,USAF,992
6516,1,60,Brazilian AF,2319
XA271,1,238,RAF,14754
52-5859,1,206,USAF,1507
TG-AJA,1,10,Aviateca,13646
L2-10/96,1,12,Thai AF,7917
AP-AAF,1,8,Orient Airways,3088
LV-ADQ,1,239,Aerolineas Argentinas,8006
B-811,1,10,Civil Air Transport,3299
51-2552,1,56,USAF,1400
PP-CCP,1,104,Cruzeiro do Sul,12168
43-16044,1,32,USAF,899
WF384,1,143,RAF,14517
PP155,1,145,RAF,12350
VP256,1,123,RAF,14191
CCCP-L1789,1,66,"Aeroflot, Moscow",4878
128441,1,190,US Navy,184
VH-TVA,1,240,TAA,14093
T.2-247,1,7,Spanish AF,13434
N9201H,1,67,private,11085
CCCP-L4519,1,36,"Aeroflot, Northern",4913
VH-ANF,1,18,ANA,13962
FAP403,1,6,TAM Peru,6515
N1505V,1,181,Plymouth Oil Co.,8556
PK-DPD,1,10,Garuda,11867
3/F-SDDX,1,209,French AF,641
G-ANAK,1,241,Aquila Airways,6638
292457/FRAZT,1,32,French AF,632
N17891,1,24,Northeast Airlines,8665
LV-AHI,1,242,private,8013
F-BEIA,1,10,"Aigle Azur, op.for Air Laos",6132
CCCP-L1320,1,61,"Aeroflot, Kazakstan",4854
N85B,1,243,Oklahoma Pipe Line Construction,10876
52-5921,1,206,USAF,1517
CF-HPN,1,47,Robertson & O'Connell,5054
131387,1,244,US Navy,201
YV-C-AGI,1,10,LAV,15222
OK-WDK,1,10,CSA,11546
2121,1,245,US Coast Guard,530
CF-TGG,1,246,TCAL,5125
N44M,1,247,Miller Brewing Company,9551
I-LINE,1,125,LAI,7705
YV-C-AMP,1,10,LAV,15228
N711SE,1,67,Sangamo Electric Company,10342
349089/FRAZY,1,12,French AF,694
N24320,1,10,Johnson Flying Service,8910
991,1,25,RCAF,2691
HA-LIF,1,83,Malev,6969
HA-LII,1,83,Malev,6971
G-ALSA,1,126,BOAC,6590
CF-FYR,1,67,Chelsea Holdings,5026
53-8102,1,248,USAF,1559
HK-459,1,42,LIDCA,7416
N33369,1,67,National Airlines,9207
WG531,1,185,RAF,14530
WL743,1,185,RAF,14549
52-5949,1,206,USAF,1522
N93211,1,249,TWA,11132
N999B,1,8,Castleton Inc,11307
CCCP-L5000,1,36,"Aeroflot, Moscow",4939
G-AMOK,1,250,BEA,6613
CF-GEU,1,47,Hydro-Electric Power Comm. of Ontario,5032
131639,1,251,US Navy,225
51-7197,1,89,USAF,1436
N73154,1,252,United Airlines,10422
VT-COZ,1,10,Indian Airlines,14289
N1242N,1,52,Resort Airlines,8406
CCCP-L4510,1,34,"Aeroflot, Ukraine",4911
45-569,1,59,USAF,1130
43-48091,1,32,USAF,927
HK-1000E,1,37,Agencia Interamericana,7170
VT-CVB,1,10,Indian Airlines,14293
VR-NAD,1,122,West African Airways,14229
OO-SDB,1,71,Sabena,11576
VL271,1,49,RAF,14119
128399,1,133,US Navy,177
N40416,1,253,TWA,9427
CC-CAN,1,254,ALA,3865
VP-YKO,1,5,Central African Airways,14185
117,1,169,Republic of China AF,107
52-5886,1,206,USAF,1510
WD484,1,103,RAF,14504
51-7995,1,206,USAF,1440
53-3230,1,255,USAF,1546
CCCP-N479,1,66,"GUSMP, Directorate of Polar Aviation",4954
PP-YPZ,1,24,REAL,12339
43-17208,1,40,USAF,918
43-49549,1,31,USAF,1031
XB-ZEH,1,67,private,14792
XA-DIK,1,256,Mexicana,14595
49-114,1,57,USAF,1214
HK-328,1,10,Avianca,7346
51-8095,1,206,USAF,1448
T.2B-226,1,7,Spanish AF,13457
F-BFGN,1,10,Air Laos,6154
MM61769,1,257,Italian AF,8200
VP-YEX,1,180,Central African Airways,14183
F-BBOF,1,144,French Police,6108
F-BAXL,1,10,Air France,6094
N94234,1,138,American Airlines,11162
131612,1,196,US Navy,220
N1032V,1,126,Pan Am,8276
WJ888,1,143,RAF,14540
VT-CUZ,1,10,Airways (India),14292
VL970,1,258,RAF,14122
51-2665,1,56,USAF,1412
WD163,1,49,RAF,14498
N51424,1,2,Aaxico Airlines,9784
CCCP-N497,1,36,"GUSMP, Directorate of Polar Aviation",4959
PP-ITG,1,2,Comp. Itaú de Transportes Aéreos,12197
N37512,1,71,United Airlines,9317
G-AMAB,1,259,BEA,6602
130265,1,191,US Navy,190
CF-HMZ,1,158,Associated Airways,5051
VT-DEP,1,72,Air-India,14304
CF-HMX,1,158,Arctic Wings,5049
SP-LAE,1,83,LOT,13116
43-48765,1,260,USAF,966
51-8085,1,206,USAF,1446
F-BGOI,1,179,UAT,6165
51-2648,1,56,USAF,1410
51-2645,1,56,USAF,1409
YV-C-ARD,1,17,RANSA,15237
WF426,1,143,RAF,14526
52-0991,1,229,USAF,1474
53-0110,1,230,USAF,1530
42-108869,1,32,USAF,796
CCCP-L4098,1,36,"Aeroflot, Ukraine",4895
52-1088,1,229,USAF,1493
VP-KKH,1,5,East African Airways,14175
LV-ACQ,1,10,Aerolineas Argentinas,8001
T.2B-270,1,7,Spanish AF,13469
YV-C-ALU,1,8,LAV,15225
VW834,1,49,RAF,14466
CF-HMY,1,158,Associated Airways,5050
CCCP-N535,1,36,Polyarnaya Aviatsiya,4965
43-48479,1,31,USAF,958
43-48386,1,31,USAF,948
F-BFVT,1,18,UAT,6158
RN288,1,145,RAF,12923
CF-TCI,1,261,Associated Airways,5117
OB-QAG-338,1,163,TAPSA,11396
PP-PDJ,1,262,Panair do Brasil,12234
XA-LID,1,42,Tigres Voladores,14637
CF-HVJ,1,2,World Wide Airways,5060
131515,1,133,US Navy,214
T.2B-268,1,7,Spanish AF,13468
43-15594,1,32,USAF,880
CCCP-L2642,1,109,"Aeroflot, Northern",4888
CCCP-N480,1,66,Polyarnaya Aviatsiya,4955
XA-FON,1,263,Servicios Aéreos de Chiapas,14601
WJ904,1,143,RAF,14542
N51167,1,8,TWA,9773
HK-607,1,42,Lineas Interamericana Aérea,7446
XA-DOB,1,131,L.A. Unidas,14596
N3422,1,264,Braniff Airways,9234
11095,1,265,RCAF,100
WJ341,1,103,RAF,14533
4X-AKC,1,262,El Al,1292
43-48213,1,32,USAF,937
VW143,1,49,RAF,14436
CF-IOA,1,47,Pacific Western,5073
N94221,1,138,American Airlines,11159
VW140,1,49,RAF,14435
N74601,1,126,Northwest Orient Airlines,10475
G804,1,159,Pakistan AF,6928
CCCP-L5057,1,266,"Aeroflot, Magadan",4941
53-3222,1,206,USAF,1545
53-7841,1,206,USAF,1556
42-108944,1,149,USAF,798
51-8165,1,205,USAF,1458
51-7159,1,187,USAF,1433
PP-CBY,1,24,Cruzeiro do Sul,12163
N18945,1,267,Continental Air Lines,8706
VT-AZX,1,10,Kalinga Airlines,14262
45-893,1,78,USAF,1148
XY-ACQ,1,10,Union of Burma Airways,14946
CP-597,1,85,LAB,5263
CP-572,1,268,LAB,5257
50-097,1,229,USAF,1332
51-8142,1,205,USAF,1454
N74663,1,104,Currey Air Transport,10482
NZ5804,1,269,New Zealand AF,11347
F-BDRE,1,270,France-Hydro,6120
TG584,1,68,RAF,13680
EP-ADA,1,158,Persian Air Services,5879
YV-C-EVL,1,42,AVENSA,15252
CCCP-L1359,1,61,"Aeroflot, West Siberia",4857
CF-GBT,1,271,Pacific Western,5030
CP-549,1,2,Transaéreos de la Corporación Boliviana de Fomento,5252
VW204,1,49,RAF,14450
51-0373,1,272,USAF,1372
G-ALHL,1,273,BOAC,6588
F-BCYU,1,10,Air France,6118
CP-570,1,274,LAB,5256
N90433,1,18,Flying Tiger Line,11011
43-16145,1,82,USAF,904
131442,1,79,US Navy,204
CCCP-L4712,1,36,"Aeroflot, Northern",4925
CF-HMV,1,158,Associated Airways,5047
VW845,1,49,RAF,14468
OB-PAZ-228,1,18,Faucett,11393
VX571,1,208,RAF,14491
44-76445,1,31,USAF,1064
N30062,1,54,United Airlines,9080
YU-ADC,1,275,JAT,15139
YI-ABQ,1,276,Iraqi Airways,15013
WX510,1,211,RAF,14561
CX-ANA,1,277,CAUSA,5401
CF-HTP,1,10,Maritime Central Airways,5059
XA-HUH,1,8,Mexicana,14618
59232,1,118,US Navy,1804
N37559,1,125,United Airlines,9322
SZ581,1,145,RAF,13345
43-48276,1,78,USAF,940
XC-ABW,1,10,Mexican Government,14796
52-5891,1,206,USAF,1512
N172A,1,27,Allegheny Airlines,8644
T.2-223,1,7,Spanish AF,13432
N88852,1,278,Peninsular Air Transport,10956
44-9068,1,279,USAF,1105
51-149,1,106,USAF,1390
45-879,1,16,USAF,1146
11073,1,280,RCAF,99
HJ250,1,19,Indian AF,7163
52-5881,1,206,USAF,1508
PP-CCC,1,5,Cruzeiro do Sul,12165
T.2B-234,1,7,Spanish AF,13460
9696,1,189,RCAF,2673
53-3214,1,206,USAF,1543
T.2B-221,1,7,Spanish AF,13456
124899,1,133,US Navy,149
CCCP-L4993,1,36,"Aeroflot, Far East",4938
CCCP-L4339,1,36,"Aeroflot, Kazakstan",4903
VW151,1,49,RAF,14437
44-9094,1,281,USAF,1107
43-16119,1,282,USAF,902
VH-AOG,1,10,Butler Air Transport,13965
N9904F,1,52,Riddle Airlines,11284
F-BAZG,1,72,Air Algérie,6098
XH-SAG,1,10,SAHSA,14822
2122,1,245,US Coast Guard,531
T.2B-147,1,7,Spanish AF,13442
N112A,1,72,Eastern Air Lines,8339
CCCP-L4981,1,36,"Aeroflot, Kazakstan",4937
G-AMZC,1,5,Manx Airlines,6635
CF-EPX,1,135,Spartan Air Services,5012
142424,1,283,US Navy,286
WL799,1,185,RAF,14555
49-128,1,56,USAF,1217
N33366,1,67,Gulf Oil Corporation,9205
N93061,1,27,Southwest Airlines,11124
53-7866,1,215,USAF,1557
XA254,1,238,RAF,14750
71,1,209,French AF,2425
VH-BZA,1,8,Ansett-ANA,13983
WX547,1,211,RAF,14566
CF-GVZ,1,5,Quebecair,5038
OK-WDZ,1,10,CSA,11550
G-AMOM,1,250,BEA,6615
HK-303,1,10,Avianca,7328
CF-HMU,1,158,Maritime Central Airways,5046
F-BAXT,1,10,Air France,6096
